tic,datafqtr,atq,cshoq,niq,prccq
ETSY,2020Q1,1517.642,118.377,12.522,38.44
ETSY,2020Q2,1762.031,119.141,96.425,106.23
ETSY,2020Q3,2214.505,125.66,91.761,121.63
ETSY,2020Q4,2404.489,125.836,148.538,177.91
ETSY,2021Q1,2497.411,126.786,143.766,201.67
ETSY,2021Q2,3290.416,126.523,98.254,205.84
ETSY,2021Q3,3502.138,126.504,89.93,207.96
ETSY,2021Q4,3831.809,127.022,161.557,218.94
ETSY,2022Q1,3745.175,126.969,86.109,124.28
ETSY,2022Q2,3607.1,126.742,73.123,73.21
ETSY,2022Q3,2450.311,125.662,-963.068,100.13
ETSY,2022Q4,2634.961,125.054,109.548,119.78
ETSY,2023Q1,2500.541,122.953,74.537,111.33
ETSY,2023Q2,2568.752,123.249,61.915,84.61
ETSY,2023Q3,2449.197,119.663,87.85,64.58
ETSY,2023Q4,2685.4,119.069,83.266,81.05
ETSY,2024Q1,2497.671,117.064,63.004,68.72
LITE,2016Q1,649.7,58.971,-10,16.95
LITE,2016Q2,682,59.081,0.6,22.02
LITE,2016Q3,704.9,59.245,-7.9,26.97
LITE,2016Q4,726.3,59.581,14.1,24.2
LITE,2017Q1,737.5,60.121,-3.6,41.77
LITE,2017Q2,796.7,60.581,11.6,38.65
LITE,2017Q3,1244.5,61.105,-56.2,53.35
LITE,2017Q4,1232.9,61.476,-55.2,57.05
LITE,2018Q1,1248.4,62.006,6.9,54.35
LITE,2018Q2,1507.4,62.335,204.5,48.9
LITE,2018Q3,1518.2,62.588,2.5,63.8
LITE,2018Q4,1581.5,62.79,33.3,57.9
LITE,2019Q1,1645,63.347,47.2,59.95
LITE,2019Q2,2796.6,76.103,16.2,42.01
LITE,2019Q3,2771.4,76.349,-74.3,56.54
LITE,2019Q4,2716.6,76.653,-25.8,53.41
LITE,2020Q1,2867.8,77.185,47.6,53.56
LITE,2020Q2,3221.2,74.716,49.1,79.3
LITE,2020Q3,3268.7,74.874,43.4,73.7
LITE,2020Q4,3292.6,75.101,-4.6,81.43
LITE,2021Q1,3387.4,75.462,67.1,75.13
LITE,2021Q2,3468.2,75.7,83.2,94.8
LITE,2021Q3,3745.9,75.8,225.5,91.35
LITE,2021Q4,3551.6,73,21.5,82.03
LITE,2022Q1,3519,72.3,81.5,83.54
LITE,2022Q2,3615.7,72.2,56.7,105.77
LITE,2022Q3,4133.5,69.1,26,97.6
LITE,2022Q4,4162.2,68,34.7,79.42
LITE,2023Q1,4387.4,68.2,-0.4,68.57
LITE,2023Q2,4418.1,68.4,-31.7,52.17
LITE,2023Q3,4354,68.7,-39.3,54.01
LITE,2023Q4,4632.1,66.4,-60.2,56.73
LITE,2024Q1,4545,67,-67.9,45.18
LITE,2024Q2,4656,67.4,-99.1,52.42
LITE,2024Q3,4204.5,67.6,-127,47.35
NOK,2012Q2,39667.308,3710.974,-1724.316,2.07
NOK,2012Q3,38328.878,3710.984,-1289.72,2.575
NOK,2012Q4,39490.751,3710.985,157.193,3.95
NOK,2013Q1,36931.867,3712.107,-348.595,3.28
NOK,2013Q2,34537.647,3712.192,-300.604,3.74
NOK,2013Q3,35311.462,3712.39,-149.366,6.509
NOK,2013Q4,34710.679,3712.427,-48.844,8.11
NOK,2014Q1,31382.628,3713.798,-329.27,7.34
NOK,2014Q2,28358.835,3714.051,3438.269,7.56
NOK,2014Q3,26386.206,3678.282,702.131,8.46
NOK,2014Q4,25488.336,3648.143,378.236,7.86
NOK,2015Q1,23646.312,3623.802,190.116,7.58
NOK,2015Q2,23080.972,3624.012,393.238,6.85
NOK,2015Q3,22916.702,3624.803,170.081,6.78
NOK,2015Q4,22723.543,3939.195,1924.394,7.02
NOK,2016Q1,53141.184,5711.844,-693.651,5.91
NOK,2016Q2,50483.535,5771.57,-710.723,5.69
NOK,2016Q3,48783.035,5772.135,-167.822,5.79
NOK,2016Q4,47379.535,5720.503,763.913,4.81
NOK,2017Q1,47692.754,5682.753,-522.062,5.42
NOK,2017Q2,48589.179,5651.797,-533.456,6.16
NOK,2017Q3,48236.023,5605.71,-253.362,5.98
NOK,2017Q4,49319.053,5579.517,-487.207,4.66
NOK,2018Q1,48370.784,5587.547,-231.616,5.47
NOK,2018Q2,44970.81,5587.554,-299.264,5.75
NOK,2018Q3,44772.134,5591.614,-88.422,5.58
NOK,2018Q4,45242.918,5593.162,230.037,5.82
NOK,2019Q1,45545.145,5598.71,-500.582,5.72
NOK,2019Q2,44294.214,5598.71,-226.597,5.01
NOK,2019Q3,42657.447,5603.281,119.812,5.06
NOK,2019Q4,43908.764,5605.581,615.222,3.71
NOK,2020Q1,43683.786,5610.426,-128.566,3.1
NOK,2020Q2,44533.334,5610.426,102.681,4.4
NOK,2020Q3,45566.718,5617.06,225.507,3.91
NOK,2020Q4,43624.125,5617.496,-3240.811,3.91
NOK,2021Q1,43255.255,5629.331,306.342,3.96
NOK,2021Q2,43473.585,5629.381,411.005,5.32
NOK,2021Q3,45215.299,5634.554,380.292,5.45
NOK,2021Q4,45548.758,5634.994,748.241,6.22
NOK,2022Q1,45018.264,5633.807,235.506,5.46
NOK,2022Q2,38327.29,5614.739,463.824,4.61
NOK,2022Q3,42030.408,5600.412,375.356,4.27
NOK,2022Q4,45894.998,5587.016,3467.469,4.64
NOK,2023Q1,45600.069,5568.357,303.11,4.91
NOK,2023Q2,44485.642,5547.782,318.097,4.16
NOK,2023Q3,42910.532,5529.951,128.119,3.74
NOK,2023Q4,44059.066,5525.601,-14.271,3.42
NOK,2024Q1,42803.045,5522.844,468.217,3.54
VERX,2020Q3,514.934,146.105,-21.028,23
VERX,2020Q4,554.928,146.444,0.23,34.85
VERX,2021Q1,558.337,147.089,2.288,21.98
VERX,2021Q2,609.529,147.845,0.808,21.94
VERX,2021Q3,645.844,148.591,-3.948,19.22
VERX,2021Q4,670.207,149.093,-0.627,15.87
VERX,2022Q1,697.508,149.368,-0.334,15.34
VERX,2022Q2,689.75,149.623,-5.52,11.33
VERX,2022Q3,677.312,149.98,-1.141,13.67
VERX,2022Q4,719.192,150.321,-5.309,14.51
VERX,2023Q1,725.518,151.304,-18.132,20.69
VERX,2023Q2,725.07,151.772,-6.896,19.5
VERX,2023Q3,720.068,152.664,-3.399,23.1
VERX,2023Q4,759.927,153.65,15.334,26.94
VERX,2024Q1,755.802,154.977,2.684,31.76
ZBRA,2012Q2,928.79,51.683,30.653,34.36
ZBRA,2012Q3,940.69,51.252,27.097,37.49
ZBRA,2012Q4,967.748,50.908,34.99,39.31
ZBRA,2013Q1,983.597,51.018,23.542,47.13
ZBRA,2013Q2,1018.555,50.782,30.566,43.44
ZBRA,2013Q3,1027.638,50.23,38.6,45.56
ZBRA,2013Q4,1119.812,50.35,41.65,54.08
ZBRA,2014Q1,1162.379,50.473,41.606,69.41
ZBRA,2014Q2,1218.969,50.75,27.557,82.32
ZBRA,2014Q3,1283.17,50.914,14.945,70.97
ZBRA,2014Q4,5568.851,51.654,-51.679,77.41
ZBRA,2015Q1,5454.63,51.83,-25.297,90.715
ZBRA,2015Q2,5216.58,52.076,-76.258,111.05
ZBRA,2015Q3,5178.99,52.113,-28.95,76.55
ZBRA,2015Q4,5040,52.162,-27.495,69.65
ZBRA,2016Q1,4936,52.284,-26,69
ZBRA,2016Q2,4805,52.776,-45,50.1
ZBRA,2016Q3,4698,52.816,-83,69.61
ZBRA,2016Q4,4632,52.885,17,85.76
ZBRA,2017Q1,4531,52.754,8,91.25
ZBRA,2017Q2,4445,53.109,17,100.52
ZBRA,2017Q3,4526,53.191,-12,108.58
ZBRA,2017Q4,4275,53.236,4,103.8
ZBRA,2018Q1,4249,53.397,109,139.19
ZBRA,2018Q2,4275,53.692,70,143.25
ZBRA,2018Q3,4400,53.803,127,176.83
ZBRA,2018Q4,4339,53.871,115,159.23
ZBRA,2019Q1,4576,53.976,115,209.53
ZBRA,2019Q2,4701,54.108,124,209.49
ZBRA,2019Q3,4708,54.047,136,206.37
ZBRA,2019Q4,4711,54.003,169,255.44
ZBRA,2020Q1,4540,53.066,89,183.6
ZBRA,2020Q2,4607,53.323,100,255.95
ZBRA,2020Q3,5245,53.298,116,252.46
ZBRA,2020Q4,5375,53.462,199,384.33
ZBRA,2021Q1,5411,53.51,228,485.18
ZBRA,2021Q2,5593,53.403,219,529.49
ZBRA,2021Q3,5865,53.454,199,515.42
ZBRA,2021Q4,6215,53.415,191,595.2
ZBRA,2022Q1,6129,52.785,205,413.7
ZBRA,2022Q2,7385,51.955,-98,293.95
ZBRA,2022Q3,7448,51.816,170,262.01
ZBRA,2022Q4,7529,51.452,186,256.41
ZBRA,2023Q1,7474,51.425,150,318
ZBRA,2023Q2,7456,51.333,144,295.83
ZBRA,2023Q3,7331,51.359,-15,236.53
ZBRA,2023Q4,7306,51.379,17,273.33
ZBRA,2024Q1,7259,51.4,115,301.44
PYPL,2015Q3,27896,1221,301,31.04
PYPL,2015Q4,28881,1224,367,36.2
PYPL,2016Q1,29470,1208,365,38.6
PYPL,2016Q2,30631,1207,323,36.51
PYPL,2016Q3,31356,1206,323,40.97
PYPL,2016Q4,33103,1207,390,39.47
PYPL,2017Q1,33493,1196,384,43.02
PYPL,2017Q2,35290,1202,411,53.67
PYPL,2017Q3,37761,1202,380,64.03
PYPL,2017Q4,40774,1200,620,73.62
PYPL,2018Q1,42322,1183,511,75.87
PYPL,2018Q2,41677,1184,526,83.27
PYPL,2018Q3,43724,1178,436,87.84
PYPL,2018Q4,43332,1174,584,84.09
PYPL,2019Q1,46280,1172,667,103.84
PYPL,2019Q2,48391,1177,823,114.46
PYPL,2019Q3,50223,1174,462,103.59
PYPL,2019Q4,51333,1173,507,108.17
PYPL,2020Q1,54266,1173,84,95.74
PYPL,2020Q2,63166,1173,1530,174.23
PYPL,2020Q3,65582,1172,1021,197.03
PYPL,2020Q4,70379,1172,1567,234.2
PYPL,2021Q1,72517,1174,1097,242.84
PYPL,2021Q2,73816,1175,1184,291.48
PYPL,2021Q3,74534,1174,1087,260.21
PYPL,2021Q4,75803,1168,801,188.58
PYPL,2022Q1,75805,1161,509,115.65
PYPL,2022Q2,77810,1156,-341,69.84
PYPL,2022Q3,76435,1147,1330,86.07
PYPL,2022Q4,78717,1136,921,71.22
PYPL,2023Q1,77186,1122,795,75.94
PYPL,2023Q2,74579,1102,1029,66.73
PYPL,2023Q3,76440,1080,1020,58.46
PYPL,2023Q4,82166,1072,1402,61.41
PYPL,2024Q1,83347,1053,888,66.99
QCOM,2012Q3,42445,1712,1207,55.68
QCOM,2012Q4,43012,1706,1271,62.47
QCOM,2013Q1,44841,1716,1906,61.8596
QCOM,2013Q2,47599,1726,1866,66.94
QCOM,2013Q3,46809,1722,1580,61.09
QCOM,2013Q4,45516,1685,1501,67.32
QCOM,2014Q1,46282,1687,1875,74.25
QCOM,2014Q2,47875,1686,1960,78.86
QCOM,2014Q3,48355,1678,2238,79.2
QCOM,2014Q4,48574,1669,1894,74.77
QCOM,2015Q1,48447,1654,1972,74.33
QCOM,2015Q2,47173,1633,1053,69.34
QCOM,2015Q3,52295,1578,1184,62.63
QCOM,2015Q4,50796,1524,1062,53.73
QCOM,2016Q1,50229,1495,1498,49.985
QCOM,2016Q2,50060,1467,1164,51.14
QCOM,2016Q3,50786,1473,1444,53.57
QCOM,2016Q4,52359,1476,1599,68.5
QCOM,2017Q1,52366,1478,682,65.2
QCOM,2017Q2,56079,1477,749,57.34
QCOM,2017Q3,64379,1476,866,55.22
QCOM,2017Q4,65486,1474,169,51.84
QCOM,2018Q1,64351,1480,-5983,64.02
QCOM,2018Q2,64126,1482,330,55.41
QCOM,2018Q3,62090,1469,1202,56.12
QCOM,2018Q4,32686,1219,-513,72.03
QCOM,2019Q1,34246,1210,1068,56.91
QCOM,2019Q2,34023,1214,663,57.03
QCOM,2019Q3,34133,1218,2149,76.07
QCOM,2019Q4,32957,1145,506,76.28
QCOM,2020Q1,33111,1143,925,88.23
QCOM,2020Q2,31938,1127,468,67.65
QCOM,2020Q3,32328,1128,845,91.21
QCOM,2020Q4,35594,1131,2960,117.68
QCOM,2021Q1,37479,1136,2455,152.34
QCOM,2021Q2,37168,1129,1762,132.59
QCOM,2021Q3,38769,1128,2028,142.93
QCOM,2021Q4,41240,1125,2798,128.98
QCOM,2022Q1,42820,1125,3399,182.87
QCOM,2022Q2,44302,1122,2934,152.82
QCOM,2022Q3,47020,1122,3730,127.74
QCOM,2022Q4,49014,1121,2873,112.98
QCOM,2023Q1,50014,1119,2235,109.94
QCOM,2023Q2,48362,1114,1704,127.58
QCOM,2023Q3,49002,1115,1803,119.04
QCOM,2023Q4,51040,1114,1490,111.06
QCOM,2024Q1,52135,1118,2767,144.63
QCOM,2024Q2,53167,1118,2326,169.3
ROP,2012Q2,5502.181,97.809,114.813,98.58
ROP,2012Q3,7049.638,98.352,116.708,109.89
ROP,2012Q4,7071.104,98.604,143.53,111.48
ROP,2013Q1,7052.99,99.018,124.914,127.31
ROP,2013Q2,8213.742,99.183,111.353,124.22
ROP,2013Q3,8245.575,99.31,136.323,132.87
ROP,2013Q4,8184.981,99.312,165.703,138.68
ROP,2014Q1,8189.703,99.787,147.226,133.51
ROP,2014Q2,8262.146,100.034,157.361,146.01
ROP,2014Q3,8510.266,102.106,155.51,146.29
ROP,2014Q4,8412.934,100.126,185.936,156.35
ROP,2015Q1,8974.622,100.521,155.773,172
ROP,2015Q2,9034.096,100.666,171.28,172.46
ROP,2015Q3,9432.999,100.805,160.417,156.7
ROP,2015Q4,10168.365,100.87,208.597,189.79
ROP,2016Q1,10224.408,101.201,151.416,182.77
ROP,2016Q2,10297.118,101.34,158.069,170.56
ROP,2016Q3,10480.128,101.434,167.079,182.47
ROP,2016Q4,14324.927,101.672,182.081,183.08
ROP,2017Q1,14230.054,102.032,158.071,206.49
ROP,2017Q2,14213.288,102.22,179.556,231.53
ROP,2017Q3,14246.673,102.362,190.273,243.4
ROP,2017Q4,14316.413,102.493,443.872,259
ROP,2018Q1,14074.1,103.16,211.3,280.69
ROP,2018Q2,15361,103.345,228.4,275.91
ROP,2018Q3,15245.1,103.431,247.6,296.21
ROP,2018Q4,15249.5,103.4,257.1,266.52
ROP,2019Q1,15414.1,103.841,369.6,341.97
ROP,2019Q2,15908.3,104.002,249.7,366.26
ROP,2019Q3,17819.1,104.058,277.5,356.6
ROP,2019Q4,18108.9,104.1,871.1,354.23
ROP,2020Q1,18137.8,104.397,240.3,311.81
ROP,2020Q2,19142.3,104.711,219.2,388.26
ROP,2020Q3,23652,104.872,234.4,395.11
ROP,2020Q4,24024.8,104.9,255.8,431.09
ROP,2021Q1,23871.1,105.239,289,403.34
ROP,2021Q2,23833.7,105.424,286.3,470.2
ROP,2021Q3,23728.1,105.485,289.5,446.13
ROP,2021Q4,23713.9,105.5,287.8,491.86
ROP,2022Q1,25635.8,105.913,2020.5,472.23
ROP,2022Q2,25350.3,106.01,268.8,394.65
ROP,2022Q3,24397.2,106.052,327,359.64
ROP,2022Q4,26980.8,106.1,1928.4,432.09
ROP,2023Q1,27134.8,106.592,283.1,440.69
ROP,2023Q2,27460.4,106.711,364.9,480.8
ROP,2023Q3,28188,106.822,347.2,484.28
ROP,2023Q4,28167.5,106.9,389,545.17
ROP,2024Q1,29978.5,107.045,382,560.84
SNPS,2012Q3,3869.271,148.626,75.656,30.29
SNPS,2012Q4,4147.656,150.899,29.081,32.2
SNPS,2013Q1,4020.546,151.97,69.922,33.44
SNPS,2013Q2,4098.888,153.605,68.691,35.57
SNPS,2013Q3,4288.472,154.348,52.297,37.04
SNPS,2013Q4,4358.935,154.169,56.89,36.42
SNPS,2014Q1,4192.156,154.053,67.696,39.86
SNPS,2014Q2,4560.536,154.707,63.317,37.62
SNPS,2014Q3,4544.929,155.638,65.656,37.77
SNPS,2014Q4,4775.499,155.965,62.455,40.98
SNPS,2015Q1,4662.349,153.457,65.189,42.99
SNPS,2015Q2,4756.167,155.054,55.596,46.88
SNPS,2015Q3,4953.972,155.929,55.387,50.84
SNPS,2015Q4,5045.739,155.157,49.762,49.98
SNPS,2016Q1,4747.523,151.509,60.035,42.9
SNPS,2016Q2,4965.263,152.255,69.376,47.52
SNPS,2016Q3,5108.789,151.437,64.718,54.16
SNPS,2016Q4,5240.365,151.454,72.697,59.31
SNPS,2017Q1,5264.254,150.428,86.588,62.89
SNPS,2017Q2,5466.558,150.549,53.306,73.7
SNPS,2017Q3,5678.939,150.238,116.751,76.57
SNPS,2017Q4,5396.414,150.445,-120.082,86.52
SNPS,2018Q1,5717.549,148.953,-3.691,92.61
SNPS,2018Q2,5699.071,148.961,102.472,85.51
SNPS,2018Q3,5795.215,148.559,79.409,89.43
SNPS,2018Q4,6145.974,149.265,254.328,89.53
SNPS,2019Q1,6344.486,149.276,153.514,93.35
SNPS,2019Q2,6194.223,149.982,118.21,121.08
SNPS,2019Q3,6153.408,150.373,99.929,132.76
SNPS,2019Q4,6405.16,150.331,160.714,135.75
SNPS,2020Q1,7202.903,150.202,104.061,147.51
SNPS,2020Q2,7322.466,150.908,109.92,157.12
SNPS,2020Q3,7663.25,151.758,253.382,199.22
SNPS,2020Q4,8030.062,152.618,196.984,213.86
SNPS,2021Q1,8012.838,152.364,162.345,255.45
SNPS,2021Q2,8339.565,152.554,195.078,247.06
SNPS,2021Q3,8485.906,152.597,198.646,287.99
SNPS,2021Q4,8752.26,153.062,201.447,333.18
SNPS,2022Q1,8901.346,153.256,313.687,310.5
SNPS,2022Q2,9210.381,152.955,294.781,286.79
SNPS,2022Q3,9329.547,153.004,222.626,367.5
SNPS,2022Q4,9418.087,152.375,153.5,292.55
SNPS,2023Q1,9565.624,152.38,271.536,353.75
SNPS,2023Q2,9790.732,152.251,272.91,371.32
SNPS,2023Q3,9923.231,152.125,336.252,451.8
SNPS,2023Q4,10333.131,152.053,349.19,469.44
SNPS,2024Q1,10558.259,152.536,449.112,533.35
SNPS,2024Q2,11011.837,153.204,292.107,530.59
HPE,2016Q1,77352,1733,267,13.76
HPE,2016Q2,78064,1724,320,16.66
HPE,2016Q3,78821,1664,2272,21.02
HPE,2016Q4,79679,1666.332,302,22.47
HPE,2017Q1,76662,1663,267,22.68
HPE,2017Q2,67470,1646,-612,18.63
HPE,2017Q3,70931,1624,165,17.51
HPE,2017Q4,61406,1595.161,524,13.92
HPE,2018Q1,61619,1567,1436,16.4
HPE,2018Q2,59876,1527,778,17.05
HPE,2018Q3,57513,1482,451,15.44
HPE,2018Q4,55493,1423.303,-757,15.25
HPE,2019Q1,51758,1378,177,15.59
HPE,2019Q2,51140,1346.232,419,15.81
HPE,2019Q3,50760,1309.885,-27,14.37
HPE,2019Q4,51803,1294.369,480,16.41
HPE,2020Q1,52244,1292.903,333,13.93
HPE,2020Q2,54515,1282.253,-821,10.06
HPE,2020Q3,58239,1286.006,9,9.87
HPE,2020Q4,54015,1287.01,157,8.64
HPE,2021Q1,53451,1300.496,223,12.34
HPE,2021Q2,54132,1304.138,259,16.02
HPE,2021Q3,56437,1307.063,392,14.5
HPE,2021Q4,57699,1294.634,2553,14.65
HPE,2022Q1,57873,1300.259,513,16.33
HPE,2022Q2,56324,1298.924,250,15.41
HPE,2022Q3,57675,1288.219,409,14.24
HPE,2022Q4,57123,1281.037,-304,14.27
HPE,2023Q1,55591,1296.884,501,16.13
HPE,2023Q2,55549,1292,418,14.32
HPE,2023Q3,56415,1283,464,17.38
HPE,2023Q4,57153,1282.63,642,15.38
HPE,2024Q1,58602,1299.768,387,15.29
HPE,2024Q2,59711,1297.931,314,17
SQ,2015Q4,894.772,334.949,-48.289,13.09
SQ,2016Q1,945.069,335.27,-96.755,15.28
SQ,2016Q2,933.292,340.963,-27.345,9.05
SQ,2016Q3,1052.208,351.318,-32.323,11.66
SQ,2016Q4,1211.362,364.547,-15.167,13.63
SQ,2017Q1,1591.113,373.366,-15.09,17.28
SQ,2017Q2,1741.714,382.62,-15.962,23.46
SQ,2017Q3,2083.852,387.802,-16.098,28.81
SQ,2017Q4,2187.27,395.194,-15.663,34.67
SQ,2018Q1,2379.612,400.384,-23.986,49.2
SQ,2018Q2,3554.827,406.952,-5.906,61.64
SQ,2018Q3,3973.368,412.373,19.643,99.01
SQ,2018Q4,3281.023,417.048,-28.204,56.09
SQ,2019Q1,4402.591,421.624,-38.151,74.92
SQ,2019Q2,4654.006,426.218,-6.74,72.53
SQ,2019Q3,4000.504,429.074,29.397,61.95
SQ,2019Q4,4551.258,432.797,390.94,62.56
SQ,2020Q1,6003.873,438.763,-105.891,52.38
SQ,2020Q2,7812.272,442.389,-11.478,104.94
SQ,2020Q3,8114.276,447.695,36.515,162.55
SQ,2020Q4,9869.55,456.185,293.959,217.64
SQ,2021Q1,11348.72,454.669,39.008,227.05
SQ,2021Q2,13815.688,457.823,204.021,243.8
SQ,2021Q3,13909.426,460.98,0.084,239.84
SQ,2021Q4,13925.764,464.944,-76.829,161.51
SQ,2022Q1,29127.467,579.496,-204.199,135.6
SQ,2022Q2,28885.16,585.37,-208.014,61.46
SQ,2022Q3,29120.932,596.537,-14.711,54.99
SQ,2022Q4,31364.34,600.06,-113.823,62.84
SQ,2023Q1,31337.327,603.393,98.316,68.65
SQ,2023Q2,31075.924,608.872,-102.042,66.57
SQ,2023Q3,32554.898,612.841,-28.954,44.26
SQ,2023Q4,34069.893,615.821,178.07,77.35
SQ,2024Q1,35612.83,617.064,472.005,84.58
WOLF,2012Q4,2747.498,115.906,10.026,25.67
WOLF,2013Q1,2802.642,116.28,16.123,25.505
WOLF,2013Q2,2844.056,116.65,20.403,33.98
WOLF,2013Q3,2937.488,117.869,22.157,54.71
WOLF,2013Q4,3052.41,119.623,28.242,63.83
WOLF,2014Q1,3193.143,120.315,30.497,60.19
WOLF,2014Q2,3316.657,121.613,35.681,62.52
WOLF,2014Q3,3363.048,121.93,28.164,56.56
WOLF,2014Q4,3344.369,120.114,29.849,49.95
WOLF,2015Q1,3352.652,119.421,11.13,40.95
WOLF,2015Q2,3175.433,111.626,11.802,32.22
WOLF,2015Q3,3079.852,109.929,0.476,35.49
WOLF,2015Q4,2954.4,105.507,-87.459,26.03
WOLF,2016Q1,2891.132,103.044,-24.489,24.23
WOLF,2016Q2,2820.658,100.929,13.442,26.67
WOLF,2016Q3,2814.145,100.424,0.152,29.1
WOLF,2016Q4,2766.06,100.829,-10.641,24.44
WOLF,2017Q1,2752.755,99.689,0.566,25.72
WOLF,2017Q2,2707.67,97.399,6.217,26.39
WOLF,2017Q3,2637.174,97.283,-99.011,26.73
WOLF,2017Q4,2649.867,97.674,-5.89,24.65
WOLF,2018Q1,2657.987,98.039,-19.857,28.19
WOLF,2018Q2,2714.285,99.888,13.721,37.14
WOLF,2018Q3,2652.638,100.847,-240.576,40.31
WOLF,2018Q4,2637.545,101.488,-33.188,41.57
WOLF,2019Q1,2967.614,102.52,-11.1,37.87
WOLF,2019Q2,3014.55,103.073,-2.5,42.775
WOLF,2019Q3,2899.157,104.515,-227.8,57.22
WOLF,2019Q4,2816.9,106.57,-133.7,56.18
WOLF,2020Q1,2796.6,107.697,-37.8,49
WOLF,2020Q2,2782.8,108.031,-54.3,46.15
WOLF,2020Q3,2737.9,108.153,-60.1,35.46
WOLF,2020Q4,3231,109.23,-39.5,59.19
WOLF,2021Q1,3123.3,110.296,-184.4,63.74
WOLF,2021Q2,3124.9,110.977,-83,105.9
WOLF,2021Q3,3507.7,115.425,-108.9,108.13
WOLF,2021Q4,3446.8,115.691,-147.6,97.93
WOLF,2022Q1,3248.8,116.186,-70.1,80.73
WOLF,2022Q2,3216.9,123.57,-96.7,111.77
WOLF,2022Q3,3752.7,123.599,-66.5,113.86
WOLF,2022Q4,3917.5,123.795,32.4,63.45
WOLF,2023Q1,3858.5,124.21,-26.2,103.36
WOLF,2023Q2,5342.9,124.413,-90.9,69.04
WOLF,2023Q3,5454.7,124.437,-99.5,64.95
WOLF,2023Q4,6586.7,124.794,-113.3,55.59
WOLF,2024Q1,7312.8,125.321,-395.7,38.1
WOLF,2024Q2,7290.2,125.785,-144.7,43.51
WOLF,2024Q3,7696.2,125.833,-148.9,29.5
INTU,2012Q4,4684,295.289,4,58.02
INTU,2013Q1,4494,296.283,-19,59.43
INTU,2013Q2,5089,296.742,71,62.38
INTU,2013Q3,5810,296.743,822,59.64
INTU,2013Q4,5486,299.503,-16,63.92
INTU,2014Q1,4068,284.697,-11,71.41
INTU,2014Q2,4718,283.513,-37,73.25
INTU,2014Q3,5610,284.263,984,75.75
INTU,2014Q4,5201,284.95,-29,81.97
INTU,2015Q1,5038,285.419,-84,88.01
INTU,2015Q2,5245,280.94,-66,86.82
INTU,2015Q3,5295,275.658,501,100.33
INTU,2015Q4,4968,277.706,14,105.77
INTU,2016Q1,3833,264.345,-31,97.43
INTU,2016Q2,4349,260.473,24,95.51
INTU,2016Q3,4940,256.388,1026,100.89
INTU,2016Q4,4250,257.853,-40,110.99
INTU,2017Q1,3933,257.068,-30,108.74
INTU,2017Q2,4373,256.002,13,118.58
INTU,2017Q3,4969,256.254,964,125.21
INTU,2017Q4,4068,255.668,24,137.21
INTU,2018Q1,4064,255.667,-2,151.02
INTU,2018Q2,4898,256.076,183,167.9
INTU,2018Q3,5787,256.574,1186,184.79
INTU,2018Q4,5178,258.616,-38,204.24
INTU,2019Q1,4928,259.571,34,211
INTU,2019Q2,5335,259.11,189,215.82
INTU,2019Q3,6917,259.334,1378,251.06
INTU,2019Q4,6283,260.18,-44,277.31
INTU,2020Q1,6183,260.355,57,257.5
INTU,2020Q2,6701,260.517,240,280.38
INTU,2020Q3,7764,260.749,1084,269.81
INTU,2020Q4,10931,261.74,445,306.37
INTU,2021Q1,9707,262.707,198,314.68
INTU,2021Q2,14598,273.961,20,361.23
INTU,2021Q3,15758,273.43,1464,412.16
INTU,2021Q4,15516,273.235,380,529.97
INTU,2022Q1,14870,273.222,228,625.99
INTU,2022Q2,26303,283,100,555.23
INTU,2022Q3,28514,282.473,1794,418.75
INTU,2022Q4,27734,281.932,-56,456.17
INTU,2023Q1,27085,281.328,40,427.5
INTU,2023Q2,27202,280.668,168,422.67
INTU,2023Q3,28921,280.267,2087,443.95
INTU,2023Q4,27780,280.421,89,511.7
INTU,2024Q1,28488,280.105,241,494.95
INTU,2024Q2,29688,280.025,353,631.33
INTU,2024Q3,31560,279.705,2389,625.62
MCHP,2012Q1,3144.84,193.682,78.71,33.08
MCHP,2012Q2,3888.376,194.497,-21.184,32.74
MCHP,2012Q3,3843.524,195.342,10.173,32.59
MCHP,2012Q4,3851.405,196.473,59.69,36.77
MCHP,2013Q1,3883.575,197.3,78.579,37.25
MCHP,2013Q2,3965.151,198.362,99.806,40.29
MCHP,2013Q3,4003.108,199.118,105.401,44.75
MCHP,2013Q4,4067.63,200.003,111.495,47.76
MCHP,2014Q1,4501.743,200.401,89.909,48.81
MCHP,2014Q2,4610.627,200.962,93.641,47.23
MCHP,2014Q3,4628.917,201.444,86.057,45.11
MCHP,2014Q4,4780.713,202.08,99.402,48.9
MCHP,2015Q1,4856.985,202.408,130.667,47.425
MCHP,2015Q2,5786.309,203.052,64.899,43.09
MCHP,2015Q3,5446.553,203.499,61.211,46.54
MCHP,2015Q4,5567.515,204.082,67.355,48.2
MCHP,2016Q1,7358.756,215.031,-113.363,50.76
MCHP,2016Q2,7074.396,215.954,33.919,62.14
MCHP,2016Q3,7144.581,216.43,107.175,64.15
MCHP,2016Q4,7686.881,229.094,136.908,73.78
MCHP,2017Q1,7887.891,232.726,170.587,77.18
MCHP,2017Q2,8055.198,233.847,189.156,89.78
MCHP,2017Q3,8123.793,234.341,-251.086,87.88
MCHP,2017Q4,8257.2,235.028,146.743,91.36
MCHP,2018Q1,19248.8,235.494,35.7,90.95
